Action,Supplier Part No. / Reference,"BP Material / 
Service Master No.","Part Number 
Extension",Product Type,UOM,BP Short Description,BP Long Description,Supplier Description,Manufacturer Name,Manufacturer Part Number,Alternate Manufacturer Name,"Estimated Purchase 
Quantity
",2021 rates,2020 rates,Delta Price, Delta Price %,FILE SENT TO ELMIRA 2021 rates,APR 2021 PB,2021 Chris,,PN 80%,Desc 80%,MnF PN ,Price Unit,Range Price - Min,Range Price - Max,SLA_Leadtime,Incoterms Key,Incoterms Location,Incoterms Location Country,UNSPSC Code,Delivery Tolerance - Under %,Delivery Tolerance - Over %,Price Valid From,Price Valid to,Scale Pricing Quantity ,Minimum  Order Quantity,Maximum Order Quantity ,Lot Size,Internal Part Number,Export Control Status,Export Control No.,Plant Code,NCM Code,Material Origin,Material Usage,Internal ID,UNSPSC Code Description,Sub-Category,Category,1325
Change,1053929-16,11042257,,Material,EA,"SWTCH,PRESSURE/VACUUM:DIFF,125V,DPDT,2 P","SWITCH,PRESSURE/VACUUM: DIFFERENTIAL,125V,DPDT,2 POLE,SET POINT: 500 PSI","SWITCH,PRES:DIFF,125V,500PSI,DPDT",SOLAR TURBINES,1053929-16,,,566.35,582.08,-15.73,-3%,582.08,582.08,566.35,,#N/A,#N/A,,1,,,84,FCA,,,39121506,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1053929-6,11025224,,Material,EA,"SWTCH,PRESSURE/VACUUM:DIFF,0 TO 500 PSI","SWITCH,PRESSURE/VACUUM: DIFFERENTIAL,0 TO 500 PSI RANGE,125V,DPDT,2 POLE","SWITCH,PRES:DIFF",SOLAR TURBINES,1053929-6,,,547.41,554.3,-6.89,-1%,554.3,554.3,547.41,,#N/A,#N/A,,1,,,84,FCA,,,39121506,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1053931-7,36024005,,Material,EA,"SWTCH,TEMP:ADJSTBL,220 TO 300 DEG F RANG","SWITCH,TEMPERATURE: ADJUSTABLE,220 TO 300 DEG F RANGE,250V,AMPERAGE: 5A","SWITCH,TEMPERATURE:ADJUSTABLE,250V 5A,22",SOLAR TURBINES,113214-20,,,1162.66,1194.95,-32.29,-3%,1194.95,1194.95,1162.66,,#N/A,#N/A,,1,,,70,FCA,,,39121549,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1054120-401,11031792,,Material,EA,STATION:CNTRL,STATION: CONTROL,"STATION:CNTRL,F/ GT FIRE SYSTEM",SOLAR TURBINES,1054120-401,,,3609.91,3710.18,-100.27,-3%,3710.18,3710.18,3609.91,,#N/A,#N/A,,1,,,63,FCA,,,31162800,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1054734-100,36024223,,Material,EA,LOCK:DOOR,LOCK: DOOR,LOCK:DOOR,SOLAR TURBINES,1054734-100,,,107.1,104.82,2.28,2%,104.82,104.82,107.1,,#N/A,#N/A,,1,,,49,FCA,,,46171501,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1055334,36024360,,Material,EA,STATION:TWIN CONTROL,STATION: TWIN CONTROL,STATION:TWIN CONTROL,SOLAR TURBINES,1055334,,,1177,1209.7,-32.7,-3%,1209.7,1209.7,1177,,#N/A,#N/A,,1,,,63,FCA,,,31162800,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1056113-50,36023868,,Material,EA,"FLTR,BAG:PREFILTER,RECT,AIR","FILTER,BAG: PREFILTER,RECTANGULAR,AIR","ELEMENT,FILTER:PREFILTER",SOLAR TURBINES,1056113-50,,,645.06,653.18,-8.12,-1%,653.18,653.18,645.06,,#N/A,30,1109371-2,1,,,91,FCA,,,40161500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1056256,36024339,,Material,EA,"SWTCH:3WY,SS,GRADE: 316","SWITCH: 3-WAY,STAINLESS STEEL,GRADE: 316",SWITCH:,SOLAR TURBINES,1056256,,,914.03,925.54,-11.51,-1%,925.54,925.54,914.03,,#N/A,#N/A,,1,,,63,FCA,,,39121500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1056369-30,10008122,,Material,EA,"KIT:SRVC,FILTER ELEMENT","KIT: SERVICE,FILTER ELEMENT",KIT:ELEMENT,SOLAR TURBINES,1056369-30,,,3354.59,3396.81,-42.22,-1%,3396.81,3396.81,3354.59,,#N/A,#N/A,,1,,,77,FCA,,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1057213-3,10051555,,Material,EA,"SWTCH,LEVEL:PRES,VIBRATION,FLAMEPROOF EN","SWITCH,LEVEL: PRESSURE,VIBRATION,FLAMEPROOF ENCLOSURE,CERTIFICATION REFERENCE: ATEX","SWITCH,LEVEL:ATEX,FLAMEPROOF ENCLOSURE E",SOLAR TURBINES,1057213-3,,,1600.31,1620.45,-20.14,-1%,1620.45,1620.45,1600.31,,#N/A,#N/A,,1,,,56,FCA,,,39121531,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1059700-7,36024570,,Material,EA,"VALVE,CHK:3IN","VALVE,CHECK: 3IN","VALVE,CHECK:",SOLAR TURBINES,1059700-7,,,754.24,775.19,-20.95,-3%,775.19,775.19,754.24,,#N/A,#N/A,,1,,,98,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1059700-8,11046737,,Material,EA,"VLV,CHK:4IN","VALVE,CHECK: 4IN","VALVE,CHECK:4IN",SOLAR TURBINES,1059700-8,,,949.55,961.5,-11.95,-1%,961.5,961.5,949.55,,#N/A,#N/A,,1,,,98,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1060045-22,36024177,,Material,EA,"CPLG,SHFT:FLEX,CUSHION","COUPLING,SHAFT: FLEXIBLE,CUSHION","COUPLING,SHAFT:FLEXIBLE",SOLAR TURBINES,1060045-22,,,683.02,691.61,-8.59,-1%,691.61,691.61,683.02,,#N/A,#N/A,,1,,,70,FCA,,,31163000,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1060045-6,36024299,,Material,EA,"CPLG,SHFT:CUSHION,FLEX","COUPLING,SHAFT: CUSHION,FLEXIBLE",COUPLING:,SOLAR TURBINES,1060045-6,,,683.02,691.61,-8.59,-1%,691.61,691.61,683.02,,#N/A,#N/A,,1,,,84,FCA,,,20121410,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1060817-20,36023950,,Material,EA,"KIT:SRVC,FLTR","KIT: SERVICE,FILTER","ELEMENT,FILTER:3IN",SOLAR TURBINES,1060817-20,,,206.49,209.08,-2.59,-1%,209.08,209.08,206.49,,#N/A,#N/A,,1,,,56,FCA,,,40161500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1060817-300,36023888,,Material,EA,"FLTR:GAS FUEL,CS HSG,SIZE: 3IN","FILTER: GAS FUEL,CARBON STEEL HSG,SIZE: 3IN","FILTER,FUEL:GAS,3IN",SOLAR TURBINES,1060817-300,,,2578.07,2610.53,-32.46,-1%,2610.53,2610.53,2578.07,,#N/A,#N/A,,1,,,91,FCA,,,40161513,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1062154-1,36024296,,Material,EA,"PUMP,RTRY:GEAR,HYD,TYPE REFERENCE: TYPE","PUMP,ROTARY: GEAR,HYDRAULIC,TYPE REFERENCE: TYPE V2HCS-1R",PUMP:TYPE V2HCS-1R,SOLAR TURBINES,1062154-1,,,2303.78,2332.78,-29,-1%,2332.78,2332.78,2303.78,,#N/A,#N/A,,1,,,56,FCA,,,40151500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Delete,1062257-2,36023917,,Material,EA,"VLV,SOLENOID:3/8IN,QUICK EXHAUST","VALVE,SOLENOID: 3/8IN,QUICK EXHAUST",VALVE:QUICK EXHAUST,SOLAR TURBINES,1062257-2,,,#N/A,221.96,#N/A,#N/A,221.96,221.96,#N/A,,#N/A,#N/A,,1,,,70,FCA,,,40141600,,,20190601,20210131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1062883-200,36023912,,Material,EA,"VLV,BALL:ASSY,SS BODY","VALVE,BALL: ASSEMBLY,STAINLESS STEEL BODY",VALVE:SS BODY,SOLAR TURBINES,1062883-200,,,6446.47,6625.53,-179.06,-3%,6625.53,6625.53,6446.47,,#N/A,#N/A,,1,,,126,FCA,,,40141600,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1063384-3,11046738,,Material,EA,"PUMP,RTRY:HYD,SCR,733 GPM CAPACITY,LUBE","PUMP,ROTARY: HYDRAULIC,SCREW,733 GPM CAPACITY,LUBE OIL","PUMP:733GPM CAPACITY,LUBE OIL SERVICE",SOLAR TURBINES,1063384-3,,,32751.11,33660.86,-909.75,-3%,33660.86,33660.86,32751.11,,#N/A,#N/A,,1,,,112,FCA,,,40151500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1064405-1,11042247,,Material,EA,"REGLTR,PRES:DIFF,POPPET,3/4IN","REGULATOR,PRESSURE: DIFFERENTIAL,POPPET,3/4IN","REGULATOR,PRES:DIFF,3/4IN",SOLAR TURBINES,1064405-1,,,1725.64,1747.37,-21.73,-1%,1747.37,1747.37,1725.64,,#N/A,#N/A,,1,,,84,FCA,,,41112404,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1064469-1,36023859,,Material,EA,"MOTOR,PNEU:AIR","MOTOR,PNEUMATIC: AIR",MOTOR:,SOLAR TURBINES,1064469-1,,,2484.97,2516.26,-31.29,-1%,2516.26,2516.26,2484.97,,#N/A,#N/A,,1,,,112,FCA,,,26101300,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1064721-6,36023919,,Material,EA,"VALVE,BALL:12IN","VALVE,BALL: 12IN","VALVE,BALL:12IN",SOLAR TURBINES,1064721-6,,,285.5,289.09,-3.59,-1%,289.09,289.09,285.5,,#N/A,#N/A,,1,,,105,FCA,,,40141607,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1064721-7,36023920,,Material,EA,"VALVE,BALL:6IN","VALVE,BALL: 6IN","VALVE,BALL:6IN",SOLAR TURBINES,1064721-7,,,68.09,68.95,-0.86,-1%,68.95,68.95,68.09,,#N/A,#N/A,,1,,,91,FCA,,,40141607,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1064728-2,36023923,,Material,EA,"KIT:TRANSFER,VLV","KIT: TRANSFER,VALVE","KIT:TRANSFER,VALVE",SOLAR TURBINES,1064728-2,,,1406.39,1445.45,-39.06,-3%,1445.45,1445.45,1406.39,,#N/A,#N/A,,1,,,98,FCA,,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1064728-3,36023949,,Material,EA,"KIT:SRVC,FILTER ELEMENT","KIT: SERVICE,FILTER ELEMENT","ELEMENT,FILTER:",SOLAR TURBINES,1064728-3,,,748.63,758.06,-9.43,-1%,758.06,758.06,748.63,,#N/A,#N/A,,1,,,63,FCA,,,40161500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1064829-1,36023983,,Material,EA,"TRANSMITTER,LQ LVL:CAPACITANCE","TRANSMITTER,LIQUID LEVEL: CAPACITANCE","TRANSMITTER,LQ LVL:",SOLAR TURBINES,1064829-1,,,2716.59,2750.79,-34.2,-1%,2750.79,2750.79,2716.59,,#N/A,#N/A,,1,,,84,FCA,,,41111938,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1064926-100,11046739,,Material,EA,"KIT:REPLACEMENT,GAS DETECTOR","KIT: REPLACEMENT,GAS DETECTOR","KIT:REPLACEMENT,GAS DETECTOR",SOLAR TURBINES,1064926-100,,,4474.13,4530.45,-56.32,-1%,4530.45,4530.45,4474.13,,#N/A,#N/A,,1,,,70,FCA,,,23150000,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1066076-200,10174971,,Material,EA,"THERMOCOUPLE:PROBE,TYPE SY-T5,K","THERMOCOUPLE: PROBE,TYPE SY-T5,K","THERMOCOUPLE:PROBE,TYPE SY-T5,K",SOLAR TURBINES,1066076200,,,875.34,899.4,-24.06,-3%,899.4,899.4,875.3379722,,#N/A,#N/A,,1,,,70,FCA,,,41112206,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1067284-1,36024372,,Material,EA,"SWTCH,LIMIT:PROX","SWITCH,LIMIT: PROXIMITY","SWITCH,PROXIMITY:TYPE 1067284-1",SOLAR TURBINES,1067284-1,,,224.16,226.99,-2.83,-1%,226.99,226.99,224.16,,#N/A,#N/A,,1,,,56,FCA,,,39121550,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1068334,11045700,,Material,EA,"KEYBOARD:87,USB TRAVEL,ULT","KEYBOARD: 87,USB TRAVEL,ULT","KEYBOARD:87,USB TRAVEL,ULT",SOLAR TURBINES,1068334,,,404.46,409.54,-5.08,-1%,409.54,409.54,404.46,,#N/A,#N/A,,1,,,49,FCA,,,43211700,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1070601-1,36024513,,Material,EA,"TRANSMITTER,PRES:DYNAMIC","TRANSMITTER,PRESSURE: DYNAMIC","MODULE:SIGNAL CONDITIONER,10 TO 100HZ",SOLAR TURBINES,1070601-1,,,1827.18,1850.19,-23.01,-1%,1850.19,1850.19,1827.18,,#N/A,#N/A,,1,,,63,FCA,,,32151802,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1070601-2,36024514,,Material,EA,"TRANSMITTER,PRES:DYNAMIC,BAM 2","TRANSMITTER,PRESSURE: DYNAMIC,BAM 2","MODULE:SIGNAL CONDITIONER,100 TO 1KHZ",SOLAR TURBINES,1070601-2,,,2378.93,1850.19,528.74,22%,1850.19,1850.19,2378.93,,#N/A,#N/A,,1,,,63,FCA,,,32151802,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1071327-1,36024515,,Material,EA,TRANSDUCER:PRES,TRANSDUCER: PRESSURE,SENSOR:DYNAMIC PRESSURE,SOLAR TURBINES,1071327-1,,,3739.95,3843.84,-103.89,-3%,3843.84,3843.84,3739.95,,#N/A,#N/A,,1,,,91,FCA,,,41111900,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1071653-600,36023996,,Material,EA,"MONITOR:BACKUP,12909HZ,BUOS REPLACEMENT","MONITOR: BACKUP,12909HZ,BUOS REPLACEMENT","MONITOR:BACKUP,12909HZ",SOLAR TURBINES,1071653-600,,,1804.15,1798.1,6.05,0%,1798.1,1798.1,1804.15,,#N/A,#N/A,,1,,,98,FCA,,,41110000,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1078159-1,10174305,,Material,EA,"GSKT:23.35IN ID,30.48IN OD,NON ROUND,VIT","GASKET: 23.35IN ID,30.48IN OD,NON ROUND,VITON",GASKET:,SOLAR TURBINES,1078159-1,,,333.37,342.63,-9.26,-3%,342.63,342.63,333.37,,#N/A,#N/A,,1,,,84,FCA,,,31181500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1078325-2,36024115,,Material,EA,"DETECTOR:GAS,INFRARED,HYDROCARBON,0 TO 1","DETECTOR: GAS,INFRARED,HYDROCARBON,0 TO 100PCT LFL,24DCV,IP66,DET-TRONICS,AMPERAGE: 4 TO 20MA,MATERIAL: STAINLESS STEEL,TEMPERATURERATING: -40 TO 75 DEG C","DETECTOR:GAS,DETTRONICS,HYDROCARBON,0 TO",SOLAR TURBINES,1056106,,,2328.03,2392.7,-64.67,-3%,2392.7,2392.7,2328.03,,#N/A,#N/A,,1,,,56,FCA,,,41111900,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1078325-4,10066301,,Material,EA,"DETECTOR:GAS,INFRARED,AMPERAGE: 4-20MA","DETECTOR: GAS,INFRARED,AMPERAGE: 4-20MA","SENSOR, GAS, FOR SOLAR TURBINES ON PS-",SOLAR TURBINES,1078325-4,,,2841.73,2920.67,-78.94,-3%,2920.67,2920.67,2841.73,,#N/A,#N/A,,1,,,56,FCA,,,41111900,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1083334-100,11042224,,Material,EA,VLV:COMBUSTOR DRAIN,VALVE: COMBUSTOR DRAIN,VALVE:COMBUSTOR DRAIN,SOLAR TURBINES,1083334-100,,,1137.49,1230.62,-93.13,-8%,1230.62,1230.62,1137.49,,#N/A,#N/A,,1,,,112,FCA,,,40141600,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1084530,36024362,,Material,EA,"SWTCH,PUSHBTN:RED,NO-NC","SWITCH,PUSHBUTTON: RED,NO-NC","SWITCH,PUSHBUTTON:",SOLAR TURBINES,1084530,,,397.12,408.15,-11.03,-3%,408.15,408.15,397.12,,#N/A,#N/A,,1,,,70,FCA,,,39121550,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1087368,36024172,,Material,EA,"BREAKER,CIRCUIT:2 POLE,480V,10A,25A,DIN","BREAKER,CIRCUIT: 2 POLE,480V,10A,25A,DIN RAIL MOUNT,ACTION: DPST,CONTROL","BREAKER,CIRCUIT:CONTROL,480V,2P,10A,25AI",SOLAR TURBINES,1087368,,,94.88,97.51,-2.63,-3%,97.51,97.51,94.88,,#N/A,#N/A,,1,,,49,FCA,,,39121601,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1087491-1,36024187,,Material,EA,"FLTR:HIGH PRESSURE,AIR","FILTER: HIGH PRESSURE,AIR","FILTER,AIR:",SOLAR TURBINES,1087491-1,,,356.72,361.2,-4.48,-1%,361.2,361.2,356.72,,#N/A,#N/A,,1,,,49,FCA,,,40161505,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1089616-101,36023945,,Material,EA,"KIT:UPGRADE,TORCH GAS SUPPLY","KIT: UPGRADE,TORCH GAS SUPPLY","VALVE,SOLENOID:",SOLAR TURBINES,1089616-101,,,793.7,799.03,-5.33,-1%,799.03,799.03,793.7,,#N/A,#N/A,,1,,,133,FCA,,,40141605,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1090886-1601,11028002,,Material,EA,"KIT:MAINTENANCE,MECHANICAL DRIVE MARS 10","KIT: MAINTENANCE,MECHANICAL DRIVE MARS 100,FILTER ELEMENT,CONSISTS OF FILTER ELEMENT,LUBE OIL","KIT:FLTR ELMNT,LUBE OIL",SOLAR TURBINES,1090886-1601,,,733.19,502.37,230.82,31%,502.37,502.37,733.19,,#N/A,#N/A,,1,,,70,FCA,,,23150000,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1091032-1,11047943,,Material,EA,"FLTR,ELMNT:CYLDCL,OIL,PLEATED","FILTER,ELEMENT: CYLINDRICAL,OIL,PLEATED","ELEMENT,FLTR:LUBE OIL",SOLAR TURBINES,1091032-1,,,164.97,167.04,-2.07,-1%,167.04,167.04,164.97,,#N/A,#N/A,,1,,,105,FCA,,,40161500,,,20190601,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
Change,1091784-1100,36024541,,Material,EA,"TRANSMITTER,LQ LVL:CAPACITANCE","TRANSMITTER,LIQUID LEVEL: CAPACITANCE",TRANSMITTER:LEVEL,SOLAR TURBINES,1091784-1100,,,3294.62,3386.14,-91.52,-3%,3386.14,3386.14,3294.62,,#N/A,#N/A,,1,,,56,FCA,,,41110000,,,20200401,20220131,1,,,,,,,,,,,4.41E+12,#REF!,#REF!,#REF!,1
